"Lengths","P"
554,0.117338191970206
555,0.115641860965325
556,0.113971350356962
557,0.112326278659142
558,0.11070626826308
559,0.109110945508375
560,0.107539940746452
561,0.10599288839664
562,0.104469426995295
563,0.102969199238303
564,0.10149185201736
565,0.100037036450339
566,0.0986044079060893
567,0.0971936260239813
568,0.0958043547284935
569,0.0944362622391379
570,0.0930890210759972
571,0.0917623080611399
572,0.0904558043161673
573,0.0891691952561333
574,0.0879021705800692
575,0.0866544242583346
576,0.085425654517003
577,0.084215563819484
578,0.0830238588455729
579,0.0818502504681089
580,0.0806944537274147
581,0.079556187803683
582,0.0784351759874646
583,0.0773311456484073
584,0.0762438282023861
585,0.0751729590771578
586,0.074118277676668
587,0.0730795273441277
588,0.0720564553239757
589,0.0710488127228324
590,0.0700563544695473
591,0.0690788392744357
592,0.0681160295877956
593,0.0671676915577897
594,0.0662335949877735
595,0.0653135132931455
596,0.0644072234577906
597,0.0635145059901841
598,0.0626351448792198
599,0.0617689275498212
600,0.0609156448183921
601,0.0600750908481578
602,0.0592470631044471
603,0.0584313623099602
604,0.0576277924000656
605,0.0568361604781651
606,0.0560562767711657
607,0.0552879545850919
608,0.0545310102608715
609,0.0537852631303238
610,0.053050535472379
611,0.0523266524695548
612,0.0516134421647125
613,0.0509107354181158
614,0.0502183658648123
615,0.0495361698723557
616,0.0488639864988866
617,0.0482016574515855
618,0.0475490270455148
619,0.04690594216286
620,0.0462722522125833
621,0.0456478090904989
622,0.0450324671397799
623,0.0444260831119048
624,0.0438285161280505
625,0.0432396276409386
626,0.0426592813971403
627,0.0420873433998438
628,0.0415236818720893
629,0.0409681672204738
630,0.0404206719993286
631,0.0398810708753709
632,0.0393492405928313
633,0.0388250599390579
634,0.0383084097105961
635,0.0377991726797456
636,0.0372972335615926
637,0.0368024789815159
638,0.0363147974431668
639,0.0358340792969191
640,0.0353602167087881
641,0.0348931036298163
642,0.0344326357659219
643,0.0339787105482078
644,0.0335312271037282
645,0.0330900862267075
646,0.0326551903502103
647,0.0322264435182566
648,0.0318037513583788
649,0.0313870210546163
650,0.0309761613209433
651,0.0305710823751257
652,0.0301716959130012
653,0.0297779150831793
654,0.0293896544621565
655,0.0290068300298396
656,0.0286293591454756
657,0.02825716052398
658,0.0278901542126609
659,0.0275282615683318
660,0.0271714052348097
661,0.0268195091207925
662,0.0264724983781103
663,0.0261302993803465
664,0.0257928397018221
665,0.0254600480969393
666,0.0251318544798784
667,0.0248081899046438
668,0.0244889865454525
669,0.0241741776774612
670,0.0238636976578268
671,0.0235574819070945
672,0.0232554668909091
673,0.0229575901020445
674,0.0226637900427459
675,0.0223740062073803
676,0.0220881790653904
677,0.0218062500445462
678,0.0215281615144911
679,0.0212538567705757
680,0.020983280017977
681,0.0207163763560956
682,0.0204530917632287
683,0.0201933730815132
684,0.0199371680021337
685,0.0196844250507931
686,0.0194350935734389
687,0.0191891237222428
688,0.0189464664418277
689,0.0187070734557399
690,0.0184708972531595
691,0.0182378910758482
692,0.0180080089053272
693,0.0177812054502835
694,0.0175574361341998
695,0.0173366570832041
696,0.0171188251141347
697,0.016903897722818
698,0.0166918330725542
699,0.0164825899828081
700,0.0162761279181007
701,0.016072406977098
702,0.015871387881895
703,0.0156730319674888
704,0.0154773011714398
705,0.0152841580237164
706,0.0150935656367208
707,0.0149054876954909
708,0.0147198884480775
709,0.0145367326960923
710,0.014355985785423
711,0.0141776135971142
712,0.0140015825384102
713,0.0138278595339559
714,0.0136564120171548
715,0.0134872079216799
716,0.013320215673135
717,0.0131554041808638
718,0.0129927428299047
719,0.0128322014730868
720,0.0126737504232672
721,0.0125173604457047
722,0.0123630027505684
723,0.0122106489855793
724,0.0120602712287808
725,0.011911841981438
726,0.0117653341610613
727,0.0116207210945532
728,0.0114779765114765
729,0.0113370745374397
730,0.0111979896876
731,0.0110606968602798
732,0.0109251713306959
733,0.0107913887447977
734,0.0106593251132153
735,0.0105289568053114
736,0.0104002605433397
737,0.0102732133967035
738,0.0101477927763162
739,0.0100239764290591
740,0.00990174243233751
741,0.00978106918872983
742,0.00966193542073162
743,0.00954432016559022
744,0.00942820277022955
745,0.00931356288626306
746,0.00920038046509327
747,0.00908863575309633
748,0.00897830928689008
749,0.00886938188868404
750,0.00876183466170973
751,0.00865564898573017
752,0.00855080651262673
753,0.00844728916206218
754,0.00834507911721849
755,0.00824415882060799
756,0.00814451096995649
757,0.0080461185141572
758,0.00794896464929412
759,0.00785303281473348
760,0.00775830668928224
761,0.00766477018741221
762,0.00757240745554874
763,0.00748120286842279
764,0.00739114102548512
765,0.00730220674738167
766,0.00721438507248878
767,0.0071276612535074
768,0.00704202075411507
769,0.00695744924567466
770,0.0068739326039989
771,0.00679145690616962
772,0.00671000842741074
773,0.00662957363801404
774,0.0065501392003168
775,0.00647169196573028
776,0.00639421897181822
777,0.00631770743942442
778,0.00624214476984851
779,0.00616751854206905
780,0.00609381651001312
781,0.00602102659987164
782,0.00594913690745935
783,0.00587813569561899
784,0.00580801139166867
785,0.0057387525848917
786,0.00567034802406812
787,0.00560278661504727
788,0.00553605741836049
789,0.00547014964687349
790,0.0054050526634774
791,0.00534075597881806
792,0.00527724924906266
793,0.0052145222737033
794,0.00515256499339654
795,0.0050913674878386
796,0.00503091997367531
797,0.00497121280244634
798,0.00491223645856315
799,0.00485398155731991
800,0.00479643884293694
801,0.004739599186636
802,0.00468345358474704
803,0.00462799315684556
804,0.00457320914392039
805,0.00451909290657107
806,0.00446563592323451
807,0.00441282978844027
808,0.00436066621109409
809,0.00430913701278905
810,0.00425823412614399
811,0.00420794959316864
812,0.00415827556365505
813,0.0041092042935948
814,0.00406072814362158
815,0.00401283957747873
816,0.00396553116051123
817,0.00391879555818182
818,0.00387262553461069
819,0.00382701395113847
820,0.00378195376491209
821,0.003737438027493
822,0.00369345988348757
823,0.00365001256919906
824,0.003607089411301
825,0.00356468382553144
826,0.00352278931540784
827,0.00348139947096217
828,0.00344050796749592
829,0.0034001085643546
830,0.00336019510372157
831,0.00332076150943062
832,0.00328180178579724
833,0.00324331001646807
834,0.0032052803632883
835,0.00316770706518676
836,0.00313058443707824
837,0.003093906868783
838,0.00305766882396292
839,0.00302186483907416
840,0.00298648952233606
841,0.00295153755271591
842,0.00291700367892939
843,0.00288288271845644
844,0.00284916955657221
845,0.00281585914539292
846,0.0027829465029364
847,0.0027504267121969
848,0.0027182949202342
849,0.0026865463372765
850,0.00265517623583708
851,0.00262417994984437
852,0.00259355287378528
853,0.00256329046186148
854,0.00253338822715859
855,0.00250384174082785
856,0.00247464663128019
857,0.00244579858339254
858,0.00241729333772598
859,0.00238912668975582
860,0.00236129448911315
861,0.00233379263883782
862,0.00230661709464263
863,0.00227976386418853
864,0.00225322900637066
865,0.0022270086306151
866,0.00220109889618601
867,0.00217549601150321
868,0.00215019623346981
869,0.00212519586680991
870,0.00210049126341605
871,0.00207607882170642
872,0.00205195498599144
873,0.00202811624584988
874,0.002004559135514
875,0.00198128023326389
876,0.00195827616083064
877,0.00193554358280832
878,0.00191307920607455
879,0.00189087977921962
880,0.00186894209198388
881,0.00184726297470345
882,0.00182583929776389
883,0.00180466797106201
884,0.00178374594347533
885,0.00176307020233934
886,0.00174263777293238
887,0.00172244571796792
888,0.0017024911370942
889,0.00168277116640112
890,0.00166328297793428
891,0.00164402377921593
892,0.00162499081277295
893,0.00160618135567147
894,0.00158759271905832
895,0.00156922224770892
896,0.00155106731958174
897,0.0015331253453791
898,0.00151539376811423
899,0.00149787006268452
900,0.00148055173545086
901,0.00146343632382293
902,0.00144652139585044
903,0.00142980454982009
904,0.00141328341385831
905,0.00139695564553961
906,0.00138081893150042
907,0.00136487098705844
908,0.00134910955583735
909,0.00133353240939672
910,0.00131813734686726
911,0.00130292219459107
912,0.00128788480576703
913,0.00127302306010109
914,0.00125833486346146
915,0.00124381814753867
916,0.00122947086951034
917,0.00121529101171058
918,0.00120127658130407
919,0.00118742560996461
920,0.00117373615355819
921,0.00116020629183037
922,0.00114683412809811
923,0.00113361778894572
924,0.00112055542392513
925,0.00110764520526027
926,0.00109488532755544
927,0.00108227400750784
928,0.00106980948362389
929,0.0010574900159396
930,0.00104531388574466
931,0.00103327939531039
932,0.00102138486762131
933,0.00100962864611052
934,0.00099800909439858
935,0.000986524596035968
936,0.000975173554249096
937,0.00096395439168973
938,0.000952865550187836
939,0.000941905490507775
940,0.000931072692107801
941,0.000920365652902821
942,0.000909782889030353
943,0.000899322934619656
944,0.000888984341563969
945,0.000878765679295816
946,0.000868665534565345
947,0.000858682511221637
948,0.000848815229996962
949,0.000839062328293919
950,0.000829422459975436
951,0.000819894295157577
952,0.000810476520005123
953,0.000801167836529875
954,0.00079196696239166
955,0.000782872630701977
956,0.000773883589830264
957,0.000764998603212738
958,0.000756216449163775
959,0.000747535920689792
960,0.000738955825305598
961,0.000730474984853175
962,0.000722092235322852
963,0.000713806426676849
964,0.000705616422675145
965,0.000697521100703643
966,0.000689519351604598
967,0.000681610079509272
968,0.000673792201672801
969,0.000666064648311213
970,0.000658426362440598
971,0.000650876299718375
972,0.000643413428286644
973,0.000636036728617583
974,0.000628745193360863
975,0.000621537827193063
976,0.000614413646669031
977,0.000607371680075201
978,0.000600410967284804
979,0.000593530559614966
980,0.000586729519685665
981,0.000580006921280511
982,0.000573361849209337
983,0.000566793399172562
984,0.000560300677627318
985,0.000553882801655298
986,0.000547538898832315
987,0.000541268107099546
988,0.000535069574636425
989,0.000528942459735189
990,0.00052288593067702
991,0.000516899165609795
992,0.00051098135242739
993,0.000505131688650547
994,0.000499349381309258
995,0.000493633646826658
996,0.000487983710904408
997,0.000482398808409531
998,0.000476878183262709
999,0.000471421088327994
1000,0.000466026785303925
