"SERIESDATE","Time","Recap_Date","YR","MON","Depth","Temp","Vented","Hook","Pred","Baro_cond","FLM","TagNo","Recap","Recapture_Date","Time_at_large","StartDate","EndDate","Start_Index","End_Index","layer"
"2022-01-12",12,NA,"2022","1",29,19.3285732269287,1,0,1,"3",0.34,"GM07662",0,NA,NA,2022-01-01,NA,1,12,78
"2022-01-12",12,NA,"2022","1",27,19.3128700256348,1,0,1,"3",0.341,"GM07769",0,NA,NA,2022-01-01,NA,1,12,78
"2022-01-12",12,NA,"2022","1",28,19.3128700256348,1,0,0,"3",0.34,"GM07771",0,NA,NA,2022-01-01,NA,1,12,78
"2022-01-12",12,NA,"2022","1",28,19.3128700256348,1,0,0,"3",0.299,"GM07770",0,NA,NA,2022-01-01,NA,1,12,78
"2022-01-28",12,NA,"2022","1",37,19.0269756317139,1,0,0,"3",0.333,"GM12033",0,NA,NA,2022-01-01,NA,1,12,42
"2022-01-28",12,NA,"2022","1",37,19.0269756317139,1,0,0,"3",0.319,"GM12034",0,NA,NA,2022-01-01,NA,1,12,42
"2022-01-28",2,"18-Apr-22","2022","1",37,19.0269756317139,1,0,0,"3",0.346,"GM12031",1,2022-04-18,80,2022-01-01,2022-04-01,1,2,42
"2022-01-28",2,"18-Apr-22","2022","1",37,19.0269756317139,1,0,0,"3",0.38,"GM12032",1,2022-04-18,80,2022-01-01,2022-04-01,1,2,42
"2022-02-09",1,"3-Mar-22","2022","2",31,18.8557453155518,1,0,0,"3",0.316,"GM07772",1,2022-03-03,22,2022-01-01,2022-01-01,1,1,77
"2022-02-09",12,NA,"2022","2",31,18.8557453155518,1,0,0,"3",0.306,"GM07773",0,NA,NA,2022-01-01,NA,1,12,77
"2022-02-09",12,NA,"2022","2",31,18.8557453155518,1,0,0,"3",0.34,"GM07774",0,NA,NA,2022-01-01,NA,1,12,77
"2022-02-09",12,NA,"2022","2",31,18.8557453155518,1,0,0,"3",0.359,"GM07776",0,NA,NA,2022-01-01,NA,1,12,77
"2022-02-09",12,NA,"2022","2",32,19.2190895080566,0,0,0,"3",0.376,"GM07780",0,NA,NA,2022-01-01,NA,1,12,77
"2022-02-09",12,NA,"2022","2",32,19.2190895080566,0,0,0,"3",0.325,"GM07779",0,NA,NA,2022-01-01,NA,1,12,77
"2022-02-09",12,NA,"2022","2",32,19.2190895080566,0,0,0,"3",0.32,"GM07778",0,NA,NA,2022-01-01,NA,1,12,77
"2022-02-09",2,"14-May-22","2022","2",32,19.2190895080566,0,0,0,"3",0.368,"GM07777",1,2022-05-14,94,2022-01-01,2022-04-01,1,2,77
"2022-02-09",12,NA,"2022","2",36,19.2526550292969,0,0,0,"3",0.36,"GM07781",0,NA,NA,2022-01-01,NA,1,12,77
"2022-02-09",2,"4-May-22","2022","2",36,19.2526550292969,1,0,0,"3",0.351,"GM07782",1,2022-05-04,84,2022-01-01,2022-04-01,1,2,77
"2022-02-09",12,NA,"2022","2",36,19.2526550292969,1,0,0,"3",0.288,"GM07785",0,NA,NA,2022-01-01,NA,1,12,77
"2022-02-09",2,"4-May-22","2022","2",36,19.2526550292969,1,0,0,"3",0.365,"GM07783",1,2022-05-04,84,2022-01-01,2022-04-01,1,2,77
"2022-02-09",1,"17-Mar-22","2022","2",36,19.2526550292969,1,0,0,"3",0.386,"GM07786",1,2022-03-17,36,2022-01-01,2022-01-01,1,1,77
"2022-02-11",1,"27-Feb-22","2022","2",38,16.2613162994385,0,0,1,"3",0.275,"GM12046",1,2022-02-27,16,2022-01-01,2022-01-01,1,1,76
"2022-02-11",9,"26-Feb-24","2022","2",38,16.2613162994385,1,0,1,"3",0.25,"GM12050",1,2024-02-26,745,2022-01-01,2024-01-01,1,9,76
"2022-02-11",12,NA,"2022","2",38,16.2613162994385,1,0,1,"3",0.347,"GM12043",0,NA,NA,2022-01-01,NA,1,12,76
"2022-02-11",12,NA,"2022","2",38,16.2613162994385,1,0,1,"3",0.326,"GM12045",0,NA,NA,2022-01-01,NA,1,12,76
"2022-02-11",12,NA,"2022","2",38,16.2613162994385,0,0,1,"3",0.356,"GM12047",0,NA,NA,2022-01-01,NA,1,12,76
"2022-02-11",12,NA,"2022","2",38,16.2613162994385,0,0,1,"3",0.345,"GM12054",0,NA,NA,2022-01-01,NA,1,12,76
"2022-02-11",12,NA,"2022","2",38,16.2613162994385,0,0,1,"3",0.295,"GM12049",0,NA,NA,2022-01-01,NA,1,12,76
"2022-02-11",12,NA,"2022","2",38,16.2613162994385,0,0,1,"3",0.324,"GM12036",0,NA,NA,2022-01-01,NA,1,12,76
"2022-02-11",12,NA,"2022","2",38,16.2613162994385,0,0,1,"3",0.344,"GM12040",0,NA,NA,2022-01-01,NA,1,12,76
"2022-02-11",12,NA,"2022","2",38,16.2613162994385,0,0,1,"3",0.321,"GM12051",0,NA,NA,2022-01-01,NA,1,12,76
"2022-02-11",12,NA,"2022","2",38,16.2613162994385,1,0,1,"3",0.319,"GM12038",0,NA,NA,2022-01-01,NA,1,12,76
"2022-02-11",12,NA,"2022","2",38,16.2613162994385,1,0,1,"3",0.286,"GM12048",0,NA,NA,2022-01-01,NA,1,12,76
"2022-02-11",12,NA,"2022","2",38,16.2613162994385,0,0,1,"3",0.324,"GM12053",0,NA,NA,2022-01-01,NA,1,12,76
"2022-02-11",12,NA,"2022","2",38,16.2613162994385,1,0,1,"3",0.299,"GM12044",0,NA,NA,2022-01-01,NA,1,12,76
"2022-02-11",12,NA,"2022","2",38,16.2613162994385,0,0,1,"3",0.335,"GM12042",0,NA,NA,2022-01-01,NA,1,12,76
"2022-02-15",12,NA,"2022","2",32,17.1880073547363,0,0,0,"3",0.303,"GM12057",0,NA,NA,2022-01-01,NA,1,12,43
"2022-02-15",12,NA,"2022","2",32,17.1880073547363,1,0,0,"3",0.325,"GM12058",0,NA,NA,2022-01-01,NA,1,12,43
"2022-02-15",12,NA,"2022","2",32,17.1880073547363,1,0,0,"3",0.341,"GM12063",0,NA,NA,2022-01-01,NA,1,12,43
"2022-02-15",1,"13-Mar-22","2022","2",32,17.1880073547363,1,0,0,"3",0.384,"GM12059",1,2022-03-13,26,2022-01-01,2022-01-01,1,1,43
"2022-02-15",12,NA,"2022","2",32,17.1880073547363,1,0,0,"3",0.357,"GM12061",0,NA,NA,2022-01-01,NA,1,12,43
"2022-02-15",12,NA,"2022","2",32,17.1880073547363,1,0,0,"3",0.356,"GM12056",0,NA,NA,2022-01-01,NA,1,12,43
"2022-02-15",2,"23-Apr-22","2022","2",32,17.1880073547363,1,0,0,"3",0.366,"GM12062",1,2022-04-23,67,2022-01-01,2022-04-01,1,2,43
"2022-02-15",12,NA,"2022","2",32,17.1880073547363,1,0,0,"3",0.335,"GM12066",0,NA,NA,2022-01-01,NA,1,12,43
"2022-02-15",12,NA,"2022","2",32,17.1880073547363,1,0,0,"3",0.319,"GM12067",0,NA,NA,2022-01-01,NA,1,12,43
"2022-02-15",2,"13-May-22","2022","2",32,17.1880073547363,1,0,0,"3",0.32,"GM12060",1,2022-05-13,87,2022-01-01,2022-04-01,1,2,43
"2022-02-15",12,NA,"2022","2",32,17.1880073547363,1,0,0,"3",0.312,"GM12065",0,NA,NA,2022-01-01,NA,1,12,43
"2022-02-15",12,NA,"2022","2",32,17.1880073547363,1,0,0,"3",0.365,"GM12064",0,NA,NA,2022-01-01,NA,1,12,43
"2022-02-15",12,NA,"2022","2",32,17.1880073547363,1,0,0,"3",0.374,"GM12068",0,NA,NA,2022-01-01,NA,1,12,43
"2022-02-15",12,NA,"2022","2",32,15.2441272735596,0,0,0,"3",0.303,"GM12091",0,NA,NA,2022-01-01,NA,1,12,43
"2022-02-15",12,NA,"2022","2",32,15.2441272735596,1,0,0,"3",0.39,"GM12083",0,NA,NA,2022-01-01,NA,1,12,43
"2022-02-15",12,NA,"2022","2",32,15.2441272735596,1,0,0,"3",0.445,"GM12077",0,NA,NA,2022-01-01,NA,1,12,43
"2022-02-15",12,NA,"2022","2",32,15.2441272735596,1,0,0,"3",0.379,"GM12089",0,NA,NA,2022-01-01,NA,1,12,43
"2022-02-15",12,NA,"2022","2",32,15.2441272735596,1,0,0,"3",0.372,"GM12085",0,NA,NA,2022-01-01,NA,1,12,43
"2022-02-15",12,NA,"2022","2",32,15.2441272735596,1,0,0,"3",0.372,"GM12087",0,NA,NA,2022-01-01,NA,1,12,43
"2022-02-15",12,NA,"2022","2",32,15.2441272735596,1,0,0,"3",0.386,"GM12092",0,NA,NA,2022-01-01,NA,1,12,43
"2022-02-15",12,NA,"2022","2",32,15.2441272735596,1,0,0,"3",0.384,"GM12081",0,NA,NA,2022-01-01,NA,1,12,43
"2022-02-21",1,"3-Mar-22","2022","2",32,18.1790637969971,1,0,1,"3",0.393,"GM12127",1,2022-03-03,10,2022-01-01,2022-01-01,1,1,42
"2022-02-21",3,"31-Jul-22","2022","2",32,18.1790637969971,0,0,1,"3",0.346,"GM12118",1,2022-07-31,160,2022-01-01,2022-07-01,1,3,42
"2022-02-21",12,NA,"2022","2",32,18.1790637969971,0,0,1,"3",0.41,"GM12102",0,NA,NA,2022-01-01,NA,1,12,42
"2022-02-21",12,NA,"2022","2",32,18.1790637969971,1,0,1,"3",0.318,"GM12111",0,NA,NA,2022-01-01,NA,1,12,42
"2022-02-21",12,NA,"2022","2",32,18.1790637969971,0,0,1,"3",0.348,"GM12109",0,NA,NA,2022-01-01,NA,1,12,42
"2022-02-21",12,NA,"2022","2",32,18.1790637969971,0,0,1,"3",0.317,"GM12116",0,NA,NA,2022-01-01,NA,1,12,42
"2022-02-21",12,NA,"2022","2",32,18.1790637969971,0,0,1,"3",0.4,"GM12104",0,NA,NA,2022-01-01,NA,1,12,42
"2022-02-21",12,NA,"2022","2",32,18.1790637969971,1,0,1,"3",0.416,"GM12110",0,NA,NA,2022-01-01,NA,1,12,42
"2022-02-21",1,"3-Mar-22","2022","2",32,18.1790637969971,1,1,1,"3",0.387,"GM12107",1,2022-03-03,10,2022-01-01,2022-01-01,1,1,42
"2022-02-21",12,NA,"2022","2",32,18.1790637969971,1,0,1,"3",0.359,"GM12129",0,NA,NA,2022-01-01,NA,1,12,42
"2022-02-21",12,NA,"2022","2",32,18.1790637969971,0,0,1,"3",0.322,"GM12112",0,NA,NA,2022-01-01,NA,1,12,42
"2022-02-21",1,"3-Mar-22","2022","2",32,18.1790637969971,1,0,1,"3",0.416,"GM12124",1,2022-03-03,10,2022-01-01,2022-01-01,1,1,42
"2022-02-21",1,"3-Mar-22","2022","2",32,18.1790637969971,1,0,1,"3",0.375,"GM12101",1,2022-03-03,10,2022-01-01,2022-01-01,1,1,42
"2022-02-21",12,NA,"2022","2",32,18.1790637969971,1,0,1,"3",0.504,"GM12105",0,NA,NA,2022-01-01,NA,1,12,42
"2022-02-21",12,NA,"2022","2",32,18.1790637969971,0,0,1,"3",0.358,"GM12120",0,NA,NA,2022-01-01,NA,1,12,42
"2022-02-21",1,"3-Mar-22","2022","2",32,18.1790637969971,0,0,1,"3",0.347,"GM12125",1,2022-03-03,10,2022-01-01,2022-01-01,1,1,42
"2022-02-21",12,NA,"2022","2",32,18.1790637969971,0,0,1,"3",0.34,"GM12108",0,NA,NA,2022-01-01,NA,1,12,42
"2022-02-21",12,NA,"2022","2",30,18.821834564209,1,0,1,"3",0.34,"GM12146",0,NA,NA,2022-01-01,NA,1,12,75
"2022-02-21",12,NA,"2022","2",30,18.821834564209,1,0,1,"3",0.345,"GM12145",0,NA,NA,2022-01-01,NA,1,12,75
"2022-02-21",12,NA,"2022","2",30,18.821834564209,1,0,1,"3",0.384,"GM12148",0,NA,NA,2022-01-01,NA,1,12,75
"2022-02-21",12,NA,"2022","2",30,18.821834564209,1,0,1,"3",0.347,"GM12132",0,NA,NA,2022-01-01,NA,1,12,75
"2022-02-21",12,NA,"2022","2",30,18.821834564209,0,0,1,"3",0.294,"GM12135",0,NA,NA,2022-01-01,NA,1,12,75
"2022-02-21",12,NA,"2022","2",41,18.6345767974854,1,0,0,"3",0.369,"GM12150",0,NA,NA,2022-01-01,NA,1,12,75
"2022-02-21",12,NA,"2022","2",41,18.6345767974854,0,0,0,"3",0.306,"GM12159",0,NA,NA,2022-01-01,NA,1,12,75
"2022-02-21",12,NA,"2022","2",41,18.6345767974854,1,0,0,"3",0.333,"GM12152",0,NA,NA,2022-01-01,NA,1,12,75
"2022-02-21",12,NA,"2022","2",41,18.6345767974854,0,0,0,"3",0.337,"GM12158",0,NA,NA,2022-01-01,NA,1,12,75
"2022-02-21",12,NA,"2022","2",41,18.6345767974854,1,0,0,"3",0.284,"GM12153",0,NA,NA,2022-01-01,NA,1,12,75
"2022-02-21",12,NA,"2022","2",41,18.6345767974854,0,0,0,"3",0.286,"GM12154",0,NA,NA,2022-01-01,NA,1,12,75
"2022-02-21",12,NA,"2022","2",41,18.6345767974854,1,0,0,"3",0.37,"GM12156",0,NA,NA,2022-01-01,NA,1,12,75
"2022-02-21",5,"1-Feb-23","2022","2",41,18.6345767974854,1,0,0,"3",0.335,"GM12157",1,2023-02-01,345,2022-01-01,2023-01-01,1,5,75
"2022-02-21",12,NA,"2022","2",41,18.6345767974854,0,0,0,"3",0.342,"GM12160",0,NA,NA,2022-01-01,NA,1,12,75
"2022-02-21",12,NA,"2022","2",41,18.6345767974854,0,0,0,"3",0.311,"GM12155",0,NA,NA,2022-01-01,NA,1,12,75
"2022-02-24",12,NA,"2022","2",61,20.3774452209473,1,0,1,"3",0.334,"GM12163",0,NA,NA,2022-01-01,NA,1,12,75
"2022-03-01",12,NA,"2022","3",26,19.2828750610352,0,0,0,"3",0.296,"GM12174",0,NA,NA,2022-01-01,NA,1,12,41
"2022-03-01",12,NA,"2022","3",35,19.6227626800537,0,0,1,"3",0.374,"GM12192",0,NA,NA,2022-01-01,NA,1,12,41
"2022-03-01",12,NA,"2022","3",35,19.6227626800537,0,0,1,"3",0.314,"GM12189",0,NA,NA,2022-01-01,NA,1,12,41
"2022-03-01",12,NA,"2022","3",35,19.6227626800537,0,0,1,"3",0.362,"GM12191",0,NA,NA,2022-01-01,NA,1,12,41
"2022-03-01",12,NA,"2022","3",35,19.6227626800537,0,0,1,"3",0.349,"GM12183",0,NA,NA,2022-01-01,NA,1,12,41
"2022-03-01",12,NA,"2022","3",35,19.6227626800537,0,0,1,"3",0.296,"GM12187",0,NA,NA,2022-01-01,NA,1,12,41
"2022-03-01",2,"26-Apr-22","2022","3",35,19.6227626800537,0,0,1,"3",0.366,"GM12188",1,2022-04-26,56,2022-01-01,2022-04-01,1,2,41
"2022-03-01",12,NA,"2022","3",35,19.6227626800537,0,0,1,"3",0.373,"GM12197",0,NA,NA,2022-01-01,NA,1,12,41
"2022-03-01",12,NA,"2022","3",35,19.6227626800537,0,0,1,"3",0.354,"GM12190",0,NA,NA,2022-01-01,NA,1,12,41
"2022-03-01",12,NA,"2022","3",32,19.7673358917236,0,0,0,"3",0.301,"GM12215",0,NA,NA,2022-01-01,NA,1,12,41
"2022-03-01",12,NA,"2022","3",32,19.7673358917236,0,0,0,"3",0.33,"GM12211",0,NA,NA,2022-01-01,NA,1,12,41
"2022-03-01",12,NA,"2022","3",32,19.7673358917236,0,0,0,"3",0.298,"GM12223",0,NA,NA,2022-01-01,NA,1,12,41
"2022-03-01",1,"28-Mar-22","2022","3",32,19.7673358917236,0,0,0,"3",0.297,"GM12218",1,2022-03-28,27,2022-01-01,2022-01-01,1,1,41
"2022-03-01",12,NA,"2022","3",32,19.7673358917236,0,0,0,"3",0.328,"GM12221",0,NA,NA,2022-01-01,NA,1,12,41
"2022-03-01",12,NA,"2022","3",32,19.7673358917236,0,0,0,"3",0.335,"GM12216",0,NA,NA,2022-01-01,NA,1,12,41
"2022-03-01",1,"19-Mar-22","2022","3",32,19.7673358917236,0,0,0,"3",0.289,"GM12217",1,2022-03-19,18,2022-01-01,2022-01-01,1,1,41
"2022-03-01",12,NA,"2022","3",30,17.2079792022705,1,0,1,"3",0.31,"GM07789",0,NA,NA,2022-01-01,NA,1,12,78
"2022-03-01",12,NA,"2022","3",30,17.2079792022705,1,0,1,"3",0.304,"GM07791",0,NA,NA,2022-01-01,NA,1,12,78
"2022-03-01",12,NA,"2022","3",30,17.2079792022705,1,0,1,"3",0.305,"GM07790",0,NA,NA,2022-01-01,NA,1,12,78
"2022-03-01",12,NA,"2022","3",30,17.2079792022705,1,0,1,"3",0.352,"GM07788",0,NA,NA,2022-01-01,NA,1,12,78
"2022-03-01",12,NA,"2022","3",29,17.1444511413574,1,0,1,"3",0.285,"GM07792",0,NA,NA,2022-01-01,NA,1,12,78
"2022-03-04",12,NA,"2022","3",35,18.7098197937012,0,0,0,"3",0.362,"GM12229",0,NA,NA,2022-01-01,NA,1,12,75
"2022-03-04",12,NA,"2022","3",35,18.7098197937012,0,0,0,"3",0.376,"GM12226",0,NA,NA,2022-01-01,NA,1,12,75
"2022-03-04",12,NA,"2022","3",35,18.7098197937012,0,0,0,"3",0.344,"GM12231",0,NA,NA,2022-01-01,NA,1,12,75
"2022-03-04",12,NA,"2022","3",38,19.5247783660889,1,0,1,"3",0.365,"GM07796",0,NA,NA,2022-01-01,NA,1,12,77
"2022-03-04",12,NA,"2022","3",36,19.739538192749,0,0,1,"3",0.302,"GM07702",0,NA,NA,2022-01-01,NA,1,12,110
"2022-03-04",12,NA,"2022","3",36,19.739538192749,0,0,1,"3",0.298,"GM07704",0,NA,NA,2022-01-01,NA,1,12,110
"2022-03-04",12,NA,"2022","3",36,19.739538192749,0,0,1,"3",0.35,"GM07701",0,NA,NA,2022-01-01,NA,1,12,110
"2022-03-04",12,NA,"2022","3",36,19.739538192749,1,0,1,"3",0.357,"GM07709",0,NA,NA,2022-01-01,NA,1,12,110
"2022-03-04",12,NA,"2022","3",36,19.739538192749,0,0,1,"3",0.307,"GM07703",0,NA,NA,2022-01-01,NA,1,12,110
"2022-03-04",12,NA,"2022","3",36,19.739538192749,1,0,1,"3",0.33,"GM07711",0,NA,NA,2022-01-01,NA,1,12,110
"2022-03-04",12,NA,"2022","3",36,19.739538192749,0,0,1,"3",0.335,"GM07800",0,NA,NA,2022-01-01,NA,1,12,110
"2022-03-04",12,NA,"2022","3",36,19.739538192749,0,0,1,"3",0.288,"GM07705",0,NA,NA,2022-01-01,NA,1,12,110
"2022-03-04",12,NA,"2022","3",37,19.7699508666992,1,0,1,"3",0.326,"GM07720",0,NA,NA,2022-01-01,NA,1,12,110
"2022-03-04",12,NA,"2022","3",37,19.7699508666992,0,0,1,"3",0.292,"GM07730",0,NA,NA,2022-01-01,NA,1,12,110
"2022-03-04",12,NA,"2022","3",37,19.7699508666992,1,0,1,"3",0.374,"GM07733",0,NA,NA,2022-01-01,NA,1,12,110
"2022-03-04",12,NA,"2022","3",37,19.7699508666992,1,0,1,"3",0.348,"GM07725",0,NA,NA,2022-01-01,NA,1,12,110
"2022-03-04",12,NA,"2022","3",37,19.7387599945068,1,0,1,"3",0.287,"GM07717",0,NA,NA,2022-01-01,NA,1,12,110
"2022-03-04",12,NA,"2022","3",37,19.7699508666992,0,0,1,"3",0.322,"GM07733",0,NA,NA,2022-01-01,NA,1,12,110
"2022-03-04",12,NA,"2022","3",37,19.7699508666992,0,0,1,"3",0.36,"GM07734",0,NA,NA,2022-01-01,NA,1,12,110
"2022-03-04",12,NA,"2022","3",37,19.7699508666992,1,0,1,"3",0.3,"GM07731",0,NA,NA,2022-01-01,NA,1,12,110
"2022-03-04",12,NA,"2022","3",37,19.7699508666992,1,0,1,"3",0.315,"GM07719",0,NA,NA,2022-01-01,NA,1,12,110
"2022-03-04",12,NA,"2022","3",37,19.7699508666992,1,0,1,"3",0.36,"GM07718",0,NA,NA,2022-01-01,NA,1,12,110
"2022-03-04",12,NA,"2022","3",37,19.7699508666992,1,0,1,"3",0.342,"GM07721",0,NA,NA,2022-01-01,NA,1,12,110
"2022-03-04",12,NA,"2022","3",37,19.7387599945068,1,0,1,"3",0.281,"GM07723",0,NA,NA,2022-01-01,NA,1,12,110
"2022-03-04",12,NA,"2022","3",37,19.7387599945068,1,0,1,"3",0.35,"GM07728",0,NA,NA,2022-01-01,NA,1,12,110
"2022-03-04",12,NA,"2022","3",37,19.7699508666992,1,0,1,"3",0.33,"GM07732",0,NA,NA,2022-01-01,NA,1,12,110
"2022-03-04",12,NA,"2022","3",40,19.6896572113037,0,0,0,"3",0.36,"GM07738",0,NA,NA,2022-01-01,NA,1,12,110
"2022-03-04",12,NA,"2022","3",40,19.6896572113037,0,0,0,"3",0.288,"GM07741",0,NA,NA,2022-01-01,NA,1,12,110
"2022-03-04",12,NA,"2022","3",40,19.6896572113037,1,0,0,"3",0.273,"GM07743",0,NA,NA,2022-01-01,NA,1,12,110
"2022-03-04",12,NA,"2022","3",40,19.6896572113037,1,0,0,"3",0.35,"GM07742",0,NA,NA,2022-01-01,NA,1,12,110
"2022-03-04",12,NA,"2022","3",40,19.6896572113037,0,0,0,"3",0.351,"GM07737",0,NA,NA,2022-01-01,NA,1,12,110
"2022-03-04",12,NA,"2022","3",40,19.6896572113037,1,0,0,"3",0.351,"GM07744",0,NA,NA,2022-01-01,NA,1,12,110
"2022-03-05",12,NA,"2022","3",33,19.5157985687256,0,0,0,"3",0.321,"GM12268",0,NA,NA,2022-01-01,NA,1,12,43
"2022-03-05",12,NA,"2022","3",33,19.5157985687256,0,0,0,"3",0.345,"GM12275",0,NA,NA,2022-01-01,NA,1,12,43
"2022-03-05",2,"3-May-22","2022","3",33,19.5157985687256,1,0,0,"3",0.323,"GM12257",1,2022-05-03,59,2022-01-01,2022-04-01,1,2,43
"2022-03-05",12,NA,"2022","3",33,19.5157985687256,0,0,0,"3",0.333,"GM12261",0,NA,NA,2022-01-01,NA,1,12,43
"2022-03-05",12,NA,"2022","3",33,19.5157985687256,1,0,0,"3",0.37,"GM12270",0,NA,NA,2022-01-01,NA,1,12,43
"2022-03-05",12,NA,"2022","3",33,19.5157985687256,1,0,0,"3",0.28,"GM12269",0,NA,NA,2022-01-01,NA,1,12,43
"2022-03-05",12,NA,"2022","3",33,19.5157985687256,1,0,0,"3",0.334,"GM12256",0,NA,NA,2022-01-01,NA,1,12,43
"2022-03-05",12,NA,"2022","3",33,19.5157985687256,0,0,0,"3",0.279,"GM12267",0,NA,NA,2022-01-01,NA,1,12,43
"2022-03-05",12,NA,"2022","3",33,19.5157985687256,1,0,0,"3",0.282,"GM12255",0,NA,NA,2022-01-01,NA,1,12,43
"2022-03-05",12,NA,"2022","3",33,19.5157985687256,0,0,0,"3",0.346,"GM12252",0,NA,NA,2022-01-01,NA,1,12,43
"2022-03-05",12,NA,"2022","3",33,19.5157985687256,1,0,0,"3",0.355,"GM12265",0,NA,NA,2022-01-01,NA,1,12,43
"2022-03-05",12,NA,"2022","3",33,19.5157985687256,0,0,0,"3",0.337,"GM12254",0,NA,NA,2022-01-01,NA,1,12,43
"2022-03-05",12,NA,"2022","3",33,19.5157985687256,0,0,0,"3",0.273,"GM12266",0,NA,NA,2022-01-01,NA,1,12,43
"2022-03-05",12,NA,"2022","3",33,19.5157985687256,1,0,0,"3",0.32,"GM12271",0,NA,NA,2022-01-01,NA,1,12,43
"2022-03-05",12,NA,"2022","3",33,19.5157985687256,0,0,0,"3",0.285,"GM12258",0,NA,NA,2022-01-01,NA,1,12,43
"2022-03-05",12,NA,"2022","3",33,19.5157985687256,1,0,0,"3",0.345,"GM12264",0,NA,NA,2022-01-01,NA,1,12,43
"2022-03-05",2,"30-May-22","2022","3",33,19.5157985687256,1,0,0,"3",0.32,"GM12259",1,2022-05-30,86,2022-01-01,2022-04-01,1,2,43
"2022-03-05",12,NA,"2022","3",33,19.5157985687256,0,0,0,"3",0.361,"GM12272",0,NA,NA,2022-01-01,NA,1,12,43
"2022-03-05",12,NA,"2022","3",31,17.4848957061768,0,0,0,"3",0.252,"GM07749",0,NA,NA,2022-01-01,NA,1,12,78
"2022-03-05",12,NA,"2022","3",31,17.4848957061768,0,0,0,"3",0.313,"GM07748",0,NA,NA,2022-01-01,NA,1,12,78
"2022-03-05",4,"23-Nov-22","2022","3",31,17.4848957061768,0,0,0,"3",0.277,"GM07750",1,2022-11-23,263,2022-01-01,2022-10-01,1,4,78
"2022-03-08",12,NA,"2022","3",30,19.6560497283936,1,0,0,"3",0.32,"GM07809",0,NA,NA,2022-01-01,NA,1,12,77
"2022-03-08",12,NA,"2022","3",30,19.6560497283936,1,0,0,"3",0.345,"GM07811",0,NA,NA,2022-01-01,NA,1,12,77
"2022-03-08",12,NA,"2022","3",30,20.5408058166504,0,0,0,"3",0.309,"GM07819",0,NA,NA,2022-01-01,NA,1,12,77
"2022-03-09",12,NA,"2022","3",32,18.3812389373779,0,0,0,"3",0.28,"GM12278",0,NA,NA,2022-01-01,NA,1,12,43
"2022-03-09",12,NA,"2022","3",32,18.3812389373779,0,0,0,"3",0.354,"GM12280",0,NA,NA,2022-01-01,NA,1,12,43
"2022-03-09",12,NA,"2022","3",32,18.3812389373779,0,0,0,"3",0.355,"GM12276",0,NA,NA,2022-01-01,NA,1,12,43
"2022-03-09",12,NA,"2022","3",32,18.3812389373779,0,0,0,"3",0.314,"GM12279",0,NA,NA,2022-01-01,NA,1,12,43
"2022-03-09",2,"18-Apr-22","2022","3",32,18.3812389373779,0,0,0,"3",0.287,"GM12290",1,2022-04-18,40,2022-01-01,2022-04-01,1,2,43
"2022-03-09",12,NA,"2022","3",32,18.3812389373779,0,0,0,"3",0.33,"GM12287",0,NA,NA,2022-01-01,NA,1,12,43
"2022-03-09",12,NA,"2022","3",32,18.3812389373779,0,0,0,"3",0.315,"GM12289",0,NA,NA,2022-01-01,NA,1,12,43
"2022-03-09",12,NA,"2022","3",32,18.3812389373779,0,0,0,"3",0.333,"GM12277",0,NA,NA,2022-01-01,NA,1,12,43
"2022-03-09",2,"20-May-22","2022","3",32,18.3812389373779,0,0,0,"3",0.31,"GM12282",1,2022-05-20,72,2022-01-01,2022-04-01,1,2,43
"2022-03-09",12,NA,"2022","3",32,18.3812389373779,0,0,0,"3",0.254,"GM12286",0,NA,NA,2022-01-01,NA,1,12,43
"2022-03-09",12,NA,"2022","3",32,18.3812389373779,0,0,0,"3",0.346,"GM12281",0,NA,NA,2022-01-01,NA,1,12,43
"2022-03-09",6,"5-Apr-23","2022","3",32,18.3812389373779,0,0,0,"3",0.309,"GM12284",1,2023-04-05,392,2022-01-01,2023-04-01,1,6,43
"2022-03-09",2,"18-Apr-22","2022","3",32,18.3812389373779,0,0,0,"3",0.365,"GM12291",1,2022-04-18,40,2022-01-01,2022-04-01,1,2,43
"2022-03-09",12,NA,"2022","3",32,18.8722324371338,0,0,1,"3",0.346,"GM12295",0,NA,NA,2022-01-01,NA,1,12,43
"2022-03-09",12,NA,"2022","3",32,18.8305721282959,0,0,0,"3",0.351,"GM12304",0,NA,NA,2022-01-01,NA,1,12,43
"2022-03-09",12,NA,"2022","3",32,18.8305721282959,0,0,0,"3",0.35,"GM12308",0,NA,NA,2022-01-01,NA,1,12,43
"2022-03-09",12,NA,"2022","3",32,18.8305721282959,0,0,0,"3",0.294,"GM12301",0,NA,NA,2022-01-01,NA,1,12,43
"2022-03-09",12,NA,"2022","3",32,18.8305721282959,0,0,0,"3",0.335,"GM12310",0,NA,NA,2022-01-01,NA,1,12,43
"2022-03-09",12,NA,"2022","3",32,18.8305721282959,0,0,0,"3",0.344,"GM12302",0,NA,NA,2022-01-01,NA,1,12,43
"2022-03-10",12,NA,"2022","3",58,20.5943965911865,0,0,0,"3",0.369,"GM12313",0,NA,NA,2022-01-01,NA,1,12,74
"2022-03-10",12,NA,"2022","3",58,20.5943965911865,1,0,0,"3",0.371,"GM12314",0,NA,NA,2022-01-01,NA,1,12,74
