"SERIESDATE","Time","Recap_Date","YR","MON","Depth","Temp","Vented","Hook","Pred","Baro_cond","FLM","TagNo","Recap","Recapture_Date","Time_at_large","StartDate","EndDate","Start_Index","End_Index","layer"
"2023-02-21",8,NA,"2023","2",27,18.9315490722656,1,0,0,"1",0.317,"GM15273",0,NA,NA,2023-01-01,NA,5,12,78
"2023-02-21",1,"7-Mar-23","2023","2",27,18.9315490722656,1,0,0,"1",0.295,"GM15267",1,2023-03-07,14,2023-01-01,2023-01-01,5,5,78
"2023-02-21",8,NA,"2023","2",27,18.9315490722656,1,0,0,"1",0.296,"GM15272",0,NA,NA,2023-01-01,NA,5,12,78
"2023-02-22",8,NA,"2023","2",31,20.1546592712402,0,0,1,"1",0.312,"GM13568",0,NA,NA,2023-01-01,NA,5,12,41
"2023-02-13",2,"29-Jun-23","2023","2",31,20.1546592712402,0,0,1,"1",0.317,"GM13984",1,2023-06-29,136,2023-01-01,2023-04-01,5,6,41
"2023-02-22",8,NA,"2023","2",31,20.1546592712402,1,0,1,"1",0.385,"GM13569",0,NA,NA,2023-01-01,NA,5,12,41
"2023-02-22",1,"15-Mar-23","2023","2",31,20.1546592712402,1,0,1,"1",0.305,"GM13565",1,2023-03-15,21,2023-01-01,2023-01-01,5,5,41
"2023-02-22",8,NA,"2023","2",31,20.1546592712402,0,0,1,"1",0.3,"GM13566",0,NA,NA,2023-01-01,NA,5,12,41
"2023-02-22",8,NA,"2023","2",31,20.1546592712402,0,0,1,"1",0.256,"GM13564",0,NA,NA,2023-01-01,NA,5,12,41
"2023-02-22",2,"21-May-23","2023","2",31,20.1546592712402,0,0,1,"1",0.335,"GM13560",1,2023-05-21,88,2023-01-01,2023-04-01,5,6,41
"2023-02-22",8,NA,"2023","2",31,20.1546592712402,0,0,1,"1",0.265,"GM13562",0,NA,NA,2023-01-01,NA,5,12,41
"2023-02-22",8,NA,"2023","2",31,20.1546592712402,0,0,1,"1",0.321,"GM13557",0,NA,NA,2023-01-01,NA,5,12,41
"2023-02-22",8,NA,"2023","2",31,20.1546592712402,1,0,1,"1",0.3,"GM13567",0,NA,NA,2023-01-01,NA,5,12,41
"2023-02-22",8,NA,"2023","2",31,20.1546592712402,0,0,1,"1",0.28,"GM13559",0,NA,NA,2023-01-01,NA,5,12,41
"2023-02-22",2,"20-May-23","2023","2",31,20.1546592712402,0,0,1,"1",0.305,"GM13558",1,2023-05-20,87,2023-01-01,2023-04-01,5,6,41
"2023-02-22",2,"16-Apr-23","2023","2",31,20.5805358886719,0,0,1,"1",0.382,"GM13578",1,2023-04-16,53,2023-01-01,2023-04-01,5,6,41
"2023-02-22",2,"25-May-23","2023","2",31,20.5805358886719,1,0,1,"1",0.303,"GM13577",1,2023-05-25,92,2023-01-01,2023-04-01,5,6,41
"2023-02-22",7,"25-Aug-24","2023","2",35,19.9013233184814,1,0,0,"1",0.284,"GM13585",1,2024-08-25,550,2023-01-01,2024-07-01,5,11,41
"2023-02-22",8,NA,"2023","2",35,19.9013233184814,0,0,0,"1",0.389,"GM13589",0,NA,NA,2023-01-01,NA,5,12,41
"2023-02-22",8,NA,"2023","2",35,19.9013233184814,1,0,0,"1",0.362,"GM13593",0,NA,NA,2023-01-01,NA,5,12,41
"2023-02-22",2,"23-Jun-23","2023","2",35,19.9013233184814,1,0,0,"1",0.308,"GM13582",1,2023-06-23,121,2023-01-01,2023-04-01,5,6,41
"2023-02-22",8,NA,"2023","2",35,19.9013233184814,0,0,0,"1",0.342,"GM13580",0,NA,NA,2023-01-01,NA,5,12,41
"2023-02-22",8,NA,"2023","2",35,19.9013233184814,0,0,0,"1",0.313,"GM13586",0,NA,NA,2023-01-01,NA,5,12,41
"2023-02-22",8,NA,"2023","2",35,19.9013233184814,0,0,0,"1",0.347,"GM13581",0,NA,NA,2023-01-01,NA,5,12,41
"2023-02-22",8,NA,"2023","2",35,19.9013233184814,0,0,0,"1",0.295,"GM13590",0,NA,NA,2023-01-01,NA,5,12,41
"2023-02-22",8,NA,"2023","2",35,19.9013233184814,0,0,0,"1",0.277,"GM13595",0,NA,NA,2023-01-01,NA,5,12,41
"2023-02-22",8,NA,"2023","2",35,19.9013233184814,0,0,0,"1",0.329,"GM13594",0,NA,NA,2023-01-01,NA,5,12,41
"2023-02-22",2,"19-May-23","2023","2",35,19.9013233184814,1,0,0,"1",0.322,"GM13592",1,2023-05-19,86,2023-01-01,2023-04-01,5,6,41
"2023-02-22",8,NA,"2023","2",35,19.9013233184814,1,0,0,"1",0.326,"GM13583",0,NA,NA,2023-01-01,NA,5,12,41
"2023-02-22",8,NA,"2023","2",35,19.9013233184814,0,0,0,"1",0.346,"GM13584",0,NA,NA,2023-01-01,NA,5,12,41
"2023-02-22",8,NA,"2023","2",35,19.9013233184814,0,0,0,"1",0.268,"GM13588",0,NA,NA,2023-01-01,NA,5,12,41
"2023-02-22",1,"7-Mar-23","2023","2",35,19.9013233184814,1,0,0,"1",0.365,"GM13579",1,2023-03-07,13,2023-01-01,2023-01-01,5,5,41
"2023-02-22",8,NA,"2023","2",35,19.9013233184814,0,0,0,"1",0.304,"GM13591",0,NA,NA,2023-01-01,NA,5,12,41
"2023-02-28",8,NA,"2023","2",35,20.448299407959,1,0,1,"1",0.472,"GM13597",0,NA,NA,2023-01-01,NA,5,12,41
"2023-02-28",8,NA,"2023","2",35,20.448299407959,1,0,1,"1",0.306,"GM13605",0,NA,NA,2023-01-01,NA,5,12,41
"2023-02-28",8,NA,"2023","2",35,20.448299407959,1,0,1,"1",0.364,"GM13600",0,NA,NA,2023-01-01,NA,5,12,41
"2023-02-28",8,NA,"2023","2",35,20.448299407959,0,0,1,"1",0.296,"GM13598",0,NA,NA,2023-01-01,NA,5,12,41
"2023-02-28",8,NA,"2023","2",35,20.448299407959,0,0,1,"1",0.301,"GM13601",0,NA,NA,2023-01-01,NA,5,12,41
"2023-02-28",8,NA,"2023","2",35,20.448299407959,1,0,1,"2",0.332,"GM13599",0,NA,NA,2023-01-01,NA,5,12,41
"2023-02-28",2,"4-Apr-23","2023","2",35,20.448299407959,0,0,1,"1",0.39,"GM13604",1,2023-04-04,35,2023-01-01,2023-04-01,5,6,41
"2023-02-28",8,NA,"2023","2",45,20.8425579071045,1,0,0,"1",0.413,"GM13622",0,NA,NA,2023-01-01,NA,5,12,75
"2023-02-28",8,NA,"2023","2",45,20.8425579071045,1,0,0,"1",0.422,"GM13615",0,NA,NA,2023-01-01,NA,5,12,75
"2023-02-28",2,"2-May-23","2023","2",45,20.8425579071045,1,0,0,"1",0.466,"GM13623",1,2023-05-02,63,2023-01-01,2023-04-01,5,6,75
"2023-03-01",8,NA,"2023","3",31,20.6115608215332,1,0,1,"2",0.272,"GM15279",0,NA,NA,2023-01-01,NA,5,12,41
"2023-03-01",8,NA,"2023","3",31,20.6115608215332,0,0,1,"1",0.285,"GM15280",0,NA,NA,2023-01-01,NA,5,12,41
"2023-03-01",8,NA,"2023","3",31,20.6115608215332,1,0,1,"1",0.321,"GM15277",0,NA,NA,2023-01-01,NA,5,12,41
"2023-03-01",8,NA,"2023","3",31,20.6115608215332,1,0,1,"1",0.31,"GM15282",0,NA,NA,2023-01-01,NA,5,12,41
"2023-03-01",8,NA,"2023","3",31,20.6115608215332,1,0,1,"1",0.245,"GM15278",0,NA,NA,2023-01-01,NA,5,12,41
"2023-03-01",8,NA,"2023","3",31,20.6115608215332,0,0,1,"1",0.284,"GM15283",0,NA,NA,2023-01-01,NA,5,12,41
"2023-03-01",8,NA,"2023","3",31,20.6115608215332,1,0,1,"2",0.355,"GM15281",0,NA,NA,2023-01-01,NA,5,12,41
"2023-03-01",8,NA,"2023","3",31,20.1972713470459,1,0,1,"1",0.337,"GM15290",0,NA,NA,2023-01-01,NA,5,12,41
"2023-03-01",8,NA,"2023","3",31,20.1972713470459,0,0,1,"1",0.34,"GM15288",0,NA,NA,2023-01-01,NA,5,12,41
"2023-03-01",8,NA,"2023","3",31,20.1972713470459,1,0,1,"1",0.295,"GM15289",0,NA,NA,2023-01-01,NA,5,12,41
"2023-03-06",8,NA,"2023","3",34,20.6255950927734,0,0,1,"1",0.255,"GM13633",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-06",8,NA,"2023","3",34,20.6255950927734,1,0,1,"1",0.291,"GM13625",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-06",8,NA,"2023","3",34,20.6255950927734,1,0,1,"1",0.287,"GM13631",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-06",8,NA,"2023","3",34,20.6255950927734,1,0,1,"1",0.29,"GM13624",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-06",8,NA,"2023","3",34,20.6255950927734,1,0,1,"1",0.318,"GM13638",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-06",8,NA,"2023","3",34,20.6255950927734,1,0,1,"1",0.316,"GM13627",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-06",8,NA,"2023","3",34,20.6255950927734,0,0,1,"1",0.259,"GM13634",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-06",8,NA,"2023","3",34,20.6255950927734,1,0,1,"1",0.326,"GM13635",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-06",8,NA,"2023","3",34,20.6255950927734,0,0,1,"1",0.279,"GM13628",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-06",8,NA,"2023","3",34,20.6255950927734,1,0,1,"1",0.289,"GM13626",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-06",8,NA,"2023","3",34,20.6255950927734,0,0,1,"1",0.324,"GM13632",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-06",8,NA,"2023","3",34,20.6255950927734,1,0,1,"1",0.269,"GM13637",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-06",8,NA,"2023","3",34,20.6255950927734,0,0,1,"2",0.296,"GM13630",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-06",2,"6-Apr-23","2023","3",34,20.6255950927734,0,0,1,"1",0.325,"GM13636",1,2023-04-06,31,2023-01-01,2023-04-01,5,6,43
"2023-03-06",8,NA,"2023","3",34,20.6255950927734,0,0,1,"1",0.291,"GM13639",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-06",8,NA,"2023","3",34,20.6255950927734,1,0,1,"1",0.275,"GM13629",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-06",8,NA,"2023","3",32,20.9345836639404,1,0,0,"1",0.37,"GM13642",0,NA,NA,2023-01-01,NA,5,12,76
"2023-03-06",8,NA,"2023","3",34,20.6585006713867,0,0,1,"1",0.259,"GM13643",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-07",8,NA,"2023","3",40,21.5938835144043,0,0,0,"1",0.378,"GM15293",0,NA,NA,2023-01-01,NA,5,12,75
"2023-03-07",8,NA,"2023","3",40,21.5938835144043,1,0,0,"1",0.346,"GM15294",0,NA,NA,2023-01-01,NA,5,12,75
"2023-03-07",8,NA,"2023","3",40,21.5938835144043,1,0,0,"2",0.37,"GM15292",0,NA,NA,2023-01-01,NA,5,12,75
"2023-03-07",8,NA,"2023","3",40,21.5938835144043,1,0,0,"2",0.38,"GM15296",0,NA,NA,2023-01-01,NA,5,12,75
"2023-03-07",8,NA,"2023","3",45,21.9050979614258,0,0,0,"1",0.359,"GM15298",0,NA,NA,2023-01-01,NA,5,12,75
"2023-03-07",8,NA,"2023","3",45,21.9050979614258,1,0,0,"2",0.336,"GM15297",0,NA,NA,2023-01-01,NA,5,12,75
"2023-03-09",8,NA,"2023","3",31,20.8486270904541,1,0,0,"1",0.314,"GM13651",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-09",8,NA,"2023","3",31,20.8486270904541,1,0,0,"1",0.332,"GM13652",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-09",8,NA,"2023","3",31,20.8486270904541,1,0,0,"1",0.342,"GM13644",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-09",8,NA,"2023","3",31,20.8486270904541,1,0,0,"1",0.321,"GM13653",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-09",8,NA,"2023","3",31,20.8486270904541,1,0,0,"1",0.355,"GM13645",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-09",8,NA,"2023","3",31,20.8486270904541,1,0,0,"1",0.295,"GM13655",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-09",8,NA,"2023","3",31,20.8486270904541,0,0,0,"1",0.29,"GM13646",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-09",8,NA,"2023","3",31,20.8486270904541,0,0,0,"1",0.316,"GM13649",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-09",8,NA,"2023","3",33,21.047306060791,1,0,0,"1",0.347,"GM13663",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-09",8,NA,"2023","3",33,21.047306060791,1,0,0,"1",0.358,"GM13666",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-09",8,NA,"2023","3",33,21.047306060791,1,0,0,"1",0.355,"GM13665",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-09",1,"15-Mar-23","2023","3",33,21.047306060791,1,0,0,"1",0.336,"GM13669",1,2023-03-15,6,2023-01-01,2023-01-01,5,5,43
"2023-03-09",6,"9-May-24","2023","3",33,21.047306060791,1,0,0,"1",0.334,"GM13668",1,2024-05-09,427,2023-01-01,2024-04-01,5,10,43
"2023-03-13",8,NA,"2023","3",26,21.1032829284668,0,0,0,"1",0.303,"GM13670",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-13",8,NA,"2023","3",26,21.1032829284668,0,0,0,"1",0.319,"GM13674",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-13",8,NA,"2023","3",26,21.1032829284668,0,0,0,"1",0.366,"GM13675",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-13",8,NA,"2023","3",26,21.1032829284668,0,0,0,"1",0.277,"GM13676",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-13",8,NA,"2023","3",26,21.1032829284668,0,0,0,"1",0.266,"GM13678",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-13",8,NA,"2023","3",26,21.1032829284668,0,0,0,"1",0.328,"GM13681",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-13",8,NA,"2023","3",26,21.1032829284668,0,0,0,"1",0.296,"GM13683",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-13",8,NA,"2023","3",26,21.1032829284668,0,0,0,"1",0.294,"GM13671",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-13",8,NA,"2023","3",26,21.1032829284668,0,0,0,"1",0.285,"GM13673",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-13",8,NA,"2023","3",26,21.1032829284668,0,0,0,"1",0.33,"GM13677",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-13",8,NA,"2023","3",26,21.1032829284668,0,0,0,"1",0.324,"GM13679",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-13",8,NA,"2023","3",26,21.1032829284668,0,0,0,"1",0.3,"GM13680",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-13",8,NA,"2023","3",26,21.1032829284668,0,0,0,"1",0.35,"GM13682",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-13",8,NA,"2023","3",26,21.1032829284668,0,0,0,"1",0.313,"GM13684",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-13",8,NA,"2023","3",20,21.0145778656006,0,0,0,"1",0.333,"GM13686",0,NA,NA,2023-01-01,NA,5,12,42
"2023-03-13",8,NA,"2023","3",20,21.0145778656006,0,0,0,"1",0.34,"GM13692",0,NA,NA,2023-01-01,NA,5,12,42
"2023-03-13",8,NA,"2023","3",20,21.0145778656006,0,0,0,"1",0.312,"GM13688",0,NA,NA,2023-01-01,NA,5,12,42
"2023-03-13",8,NA,"2023","3",20,21.0145778656006,0,0,0,"1",0.295,"GM13693",0,NA,NA,2023-01-01,NA,5,12,42
"2023-03-13",8,NA,"2023","3",20,21.0145778656006,0,0,0,"1",0.294,"GM13690",0,NA,NA,2023-01-01,NA,5,12,42
"2023-03-13",8,NA,"2023","3",20,21.0145778656006,0,0,0,"1",0.301,"GM13687",0,NA,NA,2023-01-01,NA,5,12,42
"2023-03-13",8,NA,"2023","3",20,21.0145778656006,0,0,0,"1",0.279,"GM13689",0,NA,NA,2023-01-01,NA,5,12,42
"2023-03-13",8,NA,"2023","3",20,21.0145778656006,0,0,0,"1",0.321,"GM13694",0,NA,NA,2023-01-01,NA,5,12,42
"2023-03-14",8,NA,"2023","3",33,21.2994709014893,1,0,1,"2",0.345,"GM15302",0,NA,NA,2023-01-01,NA,5,12,41
"2023-03-14",8,NA,"2023","3",33,21.2994709014893,1,0,1,"2",0.29,"GM15311",0,NA,NA,2023-01-01,NA,5,12,41
"2023-03-14",8,NA,"2023","3",33,21.2994709014893,1,0,1,"2",0.279,"GM15300",0,NA,NA,2023-01-01,NA,5,12,41
"2023-03-14",8,NA,"2023","3",33,21.2994709014893,1,0,1,"2",0.31,"GM15309",0,NA,NA,2023-01-01,NA,5,12,41
"2023-03-14",8,NA,"2023","3",33,21.2994709014893,1,0,1,"2",0.305,"GM15308",0,NA,NA,2023-01-01,NA,5,12,41
"2023-03-14",8,NA,"2023","3",33,21.2994709014893,1,0,1,"2",0.282,"GM15304",0,NA,NA,2023-01-01,NA,5,12,41
"2023-03-14",2,"19-Apr-23","2023","3",33,21.2994709014893,1,0,1,"3",0.335,"GM15303",1,2023-04-19,36,2023-01-01,2023-04-01,5,6,41
"2023-03-14",8,NA,"2023","3",33,21.2994709014893,1,0,1,"2",0.318,"GM15310",0,NA,NA,2023-01-01,NA,5,12,41
"2023-03-14",8,NA,"2023","3",33,21.2994709014893,1,0,1,"2",0.321,"GM15301",0,NA,NA,2023-01-01,NA,5,12,41
"2023-03-14",8,NA,"2023","3",35,21.3983821868896,1,0,0,"2",0.375,"GM15319",0,NA,NA,2023-01-01,NA,5,12,40
"2023-03-14",8,NA,"2023","3",35,21.3983821868896,1,0,0,"2",0.28,"GM15314",0,NA,NA,2023-01-01,NA,5,12,40
"2023-03-14",8,NA,"2023","3",33,21.1581478118896,1,0,1,"1",0.298,"GM15326",0,NA,NA,2023-01-01,NA,5,12,41
"2023-03-14",8,NA,"2023","3",33,21.1581478118896,1,0,1,"2",0.37,"GM15330",0,NA,NA,2023-01-01,NA,5,12,41
"2023-03-14",8,NA,"2023","3",33,21.1581478118896,1,0,1,"2",0.32,"GM15331",0,NA,NA,2023-01-01,NA,5,12,41
"2023-03-14",8,NA,"2023","3",33,21.1581478118896,1,0,1,"2",0.365,"GM15324",0,NA,NA,2023-01-01,NA,5,12,41
"2023-03-15",8,NA,"2023","3",30,21.0945453643799,1,0,0,"1",0.365,"GM15335",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-15",2,"5-May-23","2023","3",30,21.0945453643799,1,0,0,"2",0.337,"GM15337",1,2023-05-05,51,2023-01-01,2023-04-01,5,6,43
"2023-03-15",8,NA,"2023","3",30,21.0945453643799,1,0,0,"1",0.335,"GM15340",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-15",8,NA,"2023","3",30,21.0945453643799,1,0,0,"2",0.341,"GM15333",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-15",8,NA,"2023","3",30,21.0945453643799,1,0,0,"1",0.343,"GM15332",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-15",8,NA,"2023","3",30,21.0945453643799,1,0,0,"2",0.355,"GM15336",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-15",8,NA,"2023","3",30,21.0945453643799,1,0,0,"2",0.336,"GM15339",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-21",8,NA,"2023","3",32,21.0885467529297,0,0,1,"1",0.29,"GM15352",0,NA,NA,2023-01-01,NA,5,12,41
"2023-03-21",8,NA,"2023","3",32,21.0885467529297,1,0,1,"2",0.325,"GM15345",0,NA,NA,2023-01-01,NA,5,12,41
"2023-03-21",8,NA,"2023","3",32,21.0885467529297,1,0,1,"2",0.326,"GM15357",0,NA,NA,2023-01-01,NA,5,12,41
"2023-03-21",2,"14-Apr-23","2023","3",32,21.0885467529297,1,0,1,"1",0.305,"GM15350",1,2023-04-14,24,2023-01-01,2023-04-01,5,6,41
"2023-03-21",8,NA,"2023","3",32,21.0885467529297,1,0,1,"2",0.235,"GM15343",0,NA,NA,2023-01-01,NA,5,12,41
"2023-03-21",8,NA,"2023","3",32,21.0885467529297,0,0,1,"1",0.274,"GM15348",0,NA,NA,2023-01-01,NA,5,12,41
"2023-03-21",8,NA,"2023","3",32,21.0885467529297,1,0,1,"2",0.278,"GM15355",0,NA,NA,2023-01-01,NA,5,12,41
"2023-03-21",8,NA,"2023","3",32,21.0885467529297,1,0,1,"1",0.25,"GM15346",0,NA,NA,2023-01-01,NA,5,12,41
"2023-03-21",8,NA,"2023","3",32,21.0885467529297,0,0,1,"1",0.312,"GM15344",0,NA,NA,2023-01-01,NA,5,12,41
"2023-03-21",8,NA,"2023","3",32,21.0885467529297,1,0,1,"1",0.295,"GM15341",0,NA,NA,2023-01-01,NA,5,12,41
"2023-03-21",8,NA,"2023","3",32,21.0885467529297,1,0,1,"1",0.267,"GM15349",0,NA,NA,2023-01-01,NA,5,12,41
"2023-03-21",2,"6-Apr-23","2023","3",32,21.0885467529297,0,0,1,"1",0.288,"GM15342",1,2023-04-06,16,2023-01-01,2023-04-01,5,6,41
"2023-03-21",2,"21-May-23","2023","3",32,21.0885467529297,1,0,1,"2",0.308,"GM15354",1,2023-05-21,61,2023-01-01,2023-04-01,5,6,41
"2023-03-21",8,NA,"2023","3",32,21.0885467529297,1,0,1,"1",0.35,"GM15358",0,NA,NA,2023-01-01,NA,5,12,41
"2023-03-21",8,NA,"2023","3",32,21.0885467529297,0,0,1,"1",0.292,"GM15356",0,NA,NA,2023-01-01,NA,5,12,41
"2023-03-21",8,NA,"2023","3",32,21.0885467529297,0,0,1,"1",0.305,"GM15353",0,NA,NA,2023-01-01,NA,5,12,41
"2023-03-22",8,NA,"2023","3",32,19.8794593811035,1,0,0,"1",0.255,"GM15367",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-22",1,"5-Mar-23","2023","3",32,19.8794593811035,1,0,0,"1",0.277,"GM15366",1,2023-03-05,17,2023-01-01,2023-01-01,5,5,43
"2023-03-22",8,NA,"2023","3",32,19.8794593811035,1,0,0,"2",0.26,"GM15370",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-22",8,NA,"2023","3",32,19.8794593811035,1,0,0,"1",0.334,"GM15372",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-22",8,NA,"2023","3",32,19.8794593811035,1,0,0,"1",0.34,"GM15371",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-22",8,NA,"2023","3",32,19.8794593811035,1,0,0,"1",0.29,"GM15374",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-22",8,NA,"2023","3",32,19.8794593811035,0,0,0,"1",0.365,"GM15364",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-22",2,"14-Apr-23","2023","3",32,19.8794593811035,1,0,0,"2",0.303,"GM15365",1,2023-04-14,23,2023-01-01,2023-04-01,5,6,43
"2023-03-22",8,NA,"2023","3",33,19.8782711029053,1,0,0,"1",0.269,"GM15382",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-22",8,NA,"2023","3",33,19.8782711029053,1,0,0,"2",0.314,"GM15377",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-22",8,NA,"2023","3",33,19.8782711029053,0,0,0,"1",0.286,"GM15376",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-22",8,NA,"2023","3",33,19.8782711029053,1,0,0,"1",0.344,"GM15385",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-22",2,"3-Jun-23","2023","3",33,19.8782711029053,1,0,0,"2",0.364,"GM15380",1,2023-06-03,73,2023-01-01,2023-04-01,5,6,43
"2023-03-22",8,NA,"2023","3",33,19.8782711029053,0,0,0,"1",0.28,"GM15379",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-22",8,NA,"2023","3",33,19.8782711029053,1,0,0,"1",0.287,"GM15381",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-22",8,NA,"2023","3",33,19.8782711029053,1,0,0,"1",0.32,"GM15378",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-22",8,NA,"2023","3",33,19.8782711029053,0,0,0,"1",0.308,"GM15383",0,NA,NA,2023-01-01,NA,5,12,43
"2023-03-23",8,NA,"2023","3",23,19.1081485748291,0,0,1,"1",0.295,"GM13700",0,NA,NA,2023-01-01,NA,5,12,42
"2023-03-23",8,NA,"2023","3",23,19.1081485748291,0,0,1,"1",0.303,"GM13698",0,NA,NA,2023-01-01,NA,5,12,42
"2023-03-23",8,NA,"2023","3",23,19.1081485748291,0,0,1,"1",0.295,"GM22008",0,NA,NA,2023-01-01,NA,5,12,42
"2023-03-23",8,NA,"2023","3",23,19.1081485748291,0,0,1,"1",0.297,"GM13685",0,NA,NA,2023-01-01,NA,5,12,42
"2023-03-23",6,"1-May-24","2023","3",23,19.1081485748291,0,0,1,"1",0.26,"GM22004",1,2024-05-01,405,2023-01-01,2024-04-01,5,10,42
"2023-03-23",8,NA,"2023","3",23,19.1081485748291,0,0,1,"1",0.264,"GM13697",0,NA,NA,2023-01-01,NA,5,12,42
"2023-03-23",8,NA,"2023","3",23,19.1081485748291,0,0,1,"1",0.265,"GM13699",0,NA,NA,2023-01-01,NA,5,12,42
"2023-03-23",8,NA,"2023","3",23,19.1081485748291,0,0,1,"1",0.325,"GM22002",0,NA,NA,2023-01-01,NA,5,12,42
"2023-03-23",8,NA,"2023","3",23,19.1081485748291,0,0,1,"1",0.309,"GM22006",0,NA,NA,2023-01-01,NA,5,12,42
"2023-03-23",8,NA,"2023","3",23,19.1081485748291,0,0,1,"1",0.305,"GM13696",0,NA,NA,2023-01-01,NA,5,12,42
"2023-03-23",8,NA,"2023","3",23,19.1081485748291,0,0,1,"1",0.289,"GM22007",0,NA,NA,2023-01-01,NA,5,12,42
"2023-03-23",8,NA,"2023","3",23,19.1081485748291,0,0,1,"1",0.313,"GM22010",0,NA,NA,2023-01-01,NA,5,12,42
"2023-03-23",8,NA,"2023","3",23,19.1081485748291,0,0,1,"1",0.349,"GM22005",0,NA,NA,2023-01-01,NA,5,12,42
"2023-03-23",8,NA,"2023","3",23,19.1081485748291,0,0,1,"1",0.286,"GM22001",0,NA,NA,2023-01-01,NA,5,12,42
"2023-03-23",8,NA,"2023","3",23,19.1081485748291,0,0,1,"1",0.331,"GM22009",0,NA,NA,2023-01-01,NA,5,12,42
"2023-03-23",8,NA,"2023","3",30,20.5091438293457,0,0,0,"1",0.276,"GM22016",0,NA,NA,2023-01-01,NA,5,12,42
"2023-03-23",8,NA,"2023","3",30,20.5091438293457,0,0,0,"1",0.369,"GM22020",0,NA,NA,2023-01-01,NA,5,12,42
"2023-03-23",2,"4-Apr-23","2023","3",30,20.5091438293457,1,0,0,"1",0.348,"GM22029",1,2023-04-04,12,2023-01-01,2023-04-01,5,6,42
"2023-03-23",8,NA,"2023","3",30,20.5091438293457,1,0,0,"1",0.376,"GM22013",0,NA,NA,2023-01-01,NA,5,12,42
"2023-03-23",8,NA,"2023","3",30,20.5091438293457,0,0,0,"1",0.322,"GM22023",0,NA,NA,2023-01-01,NA,5,12,42
"2023-03-23",8,NA,"2023","3",30,20.5091438293457,0,0,0,"1",0.354,"GM22026",0,NA,NA,2023-01-01,NA,5,12,42
"2023-03-23",8,NA,"2023","3",30,20.5091438293457,0,0,0,"1",0.343,"GM22021",0,NA,NA,2023-01-01,NA,5,12,42
